text,sentiment,result
"Mastercard $MA settled +1.7% to $273.98, and that made for a black candle, as the 200dma remains powerful resistance. I do not believe the financials are being fully priced for loan defaults. @th3gambler https://t.co/iiUx1l0Ov3",negative,negative
"RT @DeItaOne: COVID-19 VACCINE FROM PFIZER AND BIONTECH SHOWS POSITIVE RESULTS - STAT
$PFE",positive,positive
"$KMX #CarMax Inc. ... Used Auto Industry Sales Likely Have Bottomed, but Profitability Has Not: | https://t.co/rtkdfeEO4F #equity #stocks https://t.co/OrmiBr9ghb",neutral,positive
UnitedHealth Group $UNH Price Target Raised to $357.00  https://t.co/2dL5wCoEUd,positive,neutral
"RT @eWhispers: #earnings season begins 

https://t.co/lObOE0dgsr 

$JPM $PEP $NFLX $WFC $DAL $DPZ $C $BAC $UNH $JNJ $FAST $GS $ABT $FRC $TS…",neutral,neutral
"Don't miss our new video recap! 400% rippers and over 4% on the entire account!

#DayTrading #stocks #investing #profits #freedom #motivation #LIVESTREAM https://t.co/BUv2gGwkgi",neutral,negative
"RT @androider25: $GCI bounced off support trendline 

$TELL bounce indicator 

Buy buy buy #BREAKOUT

$spx $spy $qqq $aapl $tsla $fb $nflx…",positive,neutral
"$AWOX #AwoX SA AWOX (BUY, FV EUR2.0) | No more dilution coming from existing convertible bonds:: AWOX (BUY, FV EUR2.0) | No more dilution coming from existing convertible bonds: https://t.co/BaQs3MaEGQ #equity #stocks https://t.co/2MLccQfTuo",positive,neutral
RT @CNBC: JPMorgan reported Q2 results that beat analysts’ expectations. Trading revenue surged 79%. https://t.co/KTEVe7ZX2M $JPM https://t…,positive,neutral
Needham &amp; Company LLC Reiterates Buy Rating for Yext $YEXT https://t.co/LXMcXxqPom #stocks,positive,neutral
"Talk about a last minute win! 3,000% win overnight!!! Go $GILD, let’s close over $85! #stocks #options #gilead https://t.co/GboCMBfVh1",positive,positive
Imagine reading up on $Oil $AAPL $EURUSD concurrently on the same platform! https://t.co/Ut05pyrbV8 https://t.co/Uk8I33EbID,neutral,neutral
"BOOM 💰💰 Come Join US 
$fb $aapl $amzn $nflx $googl $bidu $roku $spy $amd $nvda $tsla $ba $baba $shop For  Daily Powerful Watchlist, Swing &amp; Day Option Trading Alerts  Paypal monthly link in bio, $149.99 DM for biweekly link $84.99 #trading #optionstrader #Money https://t.co/JBhVUeanhi",positive,positive
RT @DanaMattioli: Amazon says it doesn't use information on third-party sellers to inform its private-label business. But interviews with m…,neutral,neutral
"@michael_venuto @leadlagreport @novogratz @ETFProfessor @DavidDziekanski Can one of you please bring up #gold?

Gold continues to outperform crypto in this environment. Investors have spoken. $BTC is second fiddle to $GLD as money supply increases and dollar is set for large drop. 

Want to benefit from digital payments? Buy $PYPL $SQ $V $MA.",positive,positive
IF YOU WANT A FREE TRADING GROUP TO COLLABERATE AND SHARE IDEAS WITH OTHER TRADERS 24/7 A DAY! JOIN MY WHATSAPP GROUP!  https://t.co/CbKMXW9Tmr. #FREE #GROUP TRADING #STOCKS #NEWS,neutral,neutral
RT @flyingstocksman: #Regeneron one of those involved in the cure for #coronavirus is in  buy on our system. See chart. Key: above the clou…,positive,neutral
Huge variation: Nike  Inc. Common Stock $NKE 98.4300 down -3.4243% 12:00 https://t.co/Pa7hlovGSJ  #stocks,negative,neutral
RT @musicnews360: Utah governor declares state of emergency due to ... $AAPL $AMZN $BTC $ETH $FB $GOOG $MSFT $QQQ $SPY $TSLA #cnbc #foxbusi…,negative,neutral
"$SQ lottos +1,100%
$TWLO lottos +50%
$TDOC lottos +125%
$JPM lottos +90% 
✅",neutral,neutral
"$veon We have detected a noticeable rise in the Zeitgeist for VEON Ltd. Sponsored ADR at  https://t.co/pXf1KOyqlw
Visit DataSwarm Markets for more information
#STOCKS #NASDAQ
DataSwarm ref: 102672",positive,neutral
$UAVS has $AMZN written all of it.   Increasing headcount 1000%.   Business must be booming.,positive,positive
RT @MaisaCorp: $DIS Disneyland Paris To Begin Phased Reopening Beginning July 15,positive,neutral
#Bajajconsumer looks good range 157 to 150 can test 200 support at 136.#Bse #Nse #nifty #banknifty #hedgefunds #fundmanagers #stocks #equity #trading #Traders #stockstowatch  #StockMarketindia #MarketScreener #stockTips #Charts #technicalanalysis #SwingTrading #mutualfunds #etf https://t.co/Q8Gh6QbH4I,positive,positive
"RT @GregaHorvatFX: Morning people!

 stocks are coming slightly down, likely to retreace back to Sunday open. A lot of times sharp Monday r…",negative,neutral
��🔛🖥@Microsoft: Microsoft is infesting Windows 10 with annoying ads https://t.co/jLbj5vMmpo $MSFT #Microsoft #Technology #Tech #MSFT #digitaltransformation https://t.co/TtQlml3Mft,negative,negative
"#20Kto100KChallenge in 6 months

It’s the last week to get into the challenge.

Mostly spreads (debit/credit) and swing single legs options.

$499 to get in or subs to Full Member access $199/months.

https://t.co/rx8lGRGBgh - $SPY $AMZN $NFLX $JPM $JNJ $FB $BTC",positive,negative
A Second Stimulus Bill Has Reached the Senate: Here Are 3 Reasons It Won't Pass @themotleyfool #stocks  https://t.co/nduPkq1Fvi,positive,neutral
"RT @Rosco_NoE: After a lot of hours, research, losses and wins I’ve finally finished my online course on investing in stocks for beginners!…",positive,negative
"1-min to Know How to Trade BitOffer Bitcoin Flash Earning! The Quickest Way to Earn Money on the Bitcoin Market!

https://t.co/GmS1ZWeBlu

#bitcoin #bitoffer #quickearning #Cryptocurrency #binary #options #stocks #finance #betting #gambling #casino #blackjack #slot #lucky",neutral,neutral
Apple $AAPL PT Set at $325.00 by UBS Group https://t.co/1tzRQgWzDR,neutral,neutral
RT @Sarge986: What to Expect When Marvell Technology Reports Thursday $VEEV $COST $AMZN $WMT $CRM $ZS $NVDA $MRVL  https://t.co/Q1C7C7miK3…,neutral,neutral
Enterprise Products Partners L.P. $EPD Sees Large Decrease in Short Interest https://t.co/4XTi2xIMIJ #stocks,negative,neutral
"RT @2kaykim: DAILY VIDEO: ""When Is The Next Correction And How Much""

👉 https://t.co/OiH8IQiCgP

$SPY $SPX #SP500",neutral,negative
"RT @WilfredFrost: $JPM release on #PaycheckProtectionProgram - 300k applications; $36bn of loans, of which $8bn has been funded.",neutral,neutral
RT @itsdlevy: Disney wants to open @WaltDisneyWorld as COVID-19 infections in FL soar. They refuse to include testing in the safety plan fo…,negative,negative
"Short-term profit margins for European gas-fired electricity generation are set for increased volatility in July.
#gas #margins #pricing #stocks #ICIS #profit https://t.co/nPploDx7An",positive,negative
"Adobe - Daily
#SP500 
Short Term: $410 / $440.
Medium Term: $390 / $440.
Long Term: $380 / $440.
Bullish:
Short Term: &gt; $412.
Medium Term: &gt; $305.
Long Term: &gt; $280.
Awaiting correction to $410.",positive,negative
Zacks: Analysts Anticipate Sutro Biopharma Inc $STRO to Announce -$0.59 Earnings Per Share https://t.co/sXc14slHRn #stocks,negative,neutral
"RT @ukarlewitz: $VIX closed on lower Bollinger (bottom panel; vertical lines). When it closes below, brakes shortly get put on $SPX (upper…",negative,negative
RT @SheepKnowMore: The $FB video share of #Covid911 - INSURGENCY that got 5m views and 100k shares was just censored. Even though every fac…,negative,neutral
$CRH https://t.co/ZTIcvYqTx7 Pot. intermed bot in Downtrend INTRAWEEK 60m-15m-4m combo chart #Stocks #Trading https://t.co/YcSNMXULku,negative,neutral
"In all, 149 members of the S&amp;P 500 index $SPX, are expected to report financial results in the week ahead—more than a third of those will arrive Thursday—as well as 12 Dow Jones Industrial Average DJIA, components.",neutral,neutral
"@RiskReversal just made a compelling argument for selling out of $FB rn! 

Forget history judging Zuckerberg roughly, the next 6 polarizing months is going to continue to pound the stock, if you believe there will be sustained pressure on the company leading up to the election!",negative,negative
"Hudbay Minerals Inc to Post FY2022 Earnings of $1.47 Per Share, Cormark Forecasts $HBM https://t.co/3gWa6yCmCq #stocks",positive,neutral
"$SPX $SPY $NDX $DIA $QQQ 
$WYNN ...
New... Viva Las Vegas ... https://t.co/8hRUqm8VK1",neutral,neutral
RT @baylounging: $FB nice improvement https://t.co/1vOCPqIgnE,positive,positive
"short squeeze leaders scan $WKHS, $EDIT, $FOLD, $LX, $CWH, $PING, $ERI, $APT, $NK, $NIO, $SE, $VSLR #stocks #trading https://t.co/Uvbmp8a4nS",negative,neutral
RT @SeekingAlpha: $SH - SH: An Effective Way To Short The Market In Your IRA. https://t.co/ZBOhG5xH22 #stocks #economy #business,positive,positive
"RT @almostjingo: No comments on $GOOG watch, no #freespeech unless it’s ORANGE MAN BAD. https://t.co/oIaGHzODaM",negative,negative
RT @Breedlove22: #Bitcoin denominated SP500: This is what happens to your favorite stock when pricing it in the most honest and fastest mon…,positive,positive
"RT @JesseCohenInv: Happy Wednesday!

Here Are My #Top5ThingsToKnowToday In Financial Markets:

- $BA $GE $MA Earnings In The Morning
- $MSF…",positive,positive
#Options #maxpain chart for $JPM. Free options app https://t.co/wPNDm22czd https://t.co/xxkUdJtpCG,neutral,neutral
"RT @PhanVeeLeung: So here he comes with the clarification... Good try, Navarro. Guess he and his friends needed a dip in $Spx to buy...",positive,positive
"Daddy needs to break even on $DIS. Come on Disney PR team, you know what to do Monday morning! #Hamilton",positive,negative
"RT @CointelegraphMT: #Bitcoin price dropped below $9,200 as #stocks pulled back on the #supremecourt decision on #Trump’s tax returns https…",negative,negative
"We're still looking for someone else who can beat our performances!
Try free for 7 days https://t.co/7sAfbFrPQS
$BLK
Signal: ** BUY **
Since: 2020-04-06 
Our performance: % 4.87
https://t.co/wFFAizyE5U
#trading
#stocks
#stockstowatch
#stockstotrade
$SPX https://t.co/YAiAmYXJPb",positive,neutral
"$SNE SONY $300 ""Sony’s Gaming business is currently experiencing accelerating growth 
trends driven by the “stay at home” economy. Sony remains one of the cheapest large cap 
tech stocks in the world."" Third Point Dan Loeb #StayHome #StayAtHome #nikkei $AAPL $NFLX $RKUNY $CMCSA https://t.co/x8i6jRzCEg",positive,neutral
"RT @TrueCrypto28: #BTC is not a Store of Value, right?

             4/26/19   4/26/20

$BTC    $5155     $7500  +45%

$GOLD $1285    $1727…",neutral,neutral
"RT @50F7W4R37R4D3R: ""A wise person should have money in their head, but not in their heart.""- Jonathan Swift #softwareengineer #javascript…",positive,neutral
"$ITOX .01s getting slapped. Nothing on L2 till 2 cents
$SPY $SPX $QQQ $ES_F $NQ_F $RTY_F $ZB_F $GC_F $NDX $RUT $AAPL $NFLX $AMZN $TSLA $FB $MSFT $DIA $NDX $IWM $QCOM $GDX $DAX $BYND $TWTR $GLD $SLV $GE_F $BABA $TLT $LYFT $VXX $TVIX $VIX $XLE $XOM $JPM $GS $GOOG $DIS $IBM #Options https://t.co/ZLFlzyeOtG",neutral,neutral
Northwest Natural Holding Co $NWN Given Consensus Recommendation of “Hold” by Brokerages https://t.co/bMJXezUvhB #stocks,positive,neutral
"S&amp;P 500 E-mini #Futures #ES_F Up 66.75 Points (2.42%) to 2,826 #SP500 $SPX #Financial #market #Capital #stocks #StockMarket https://t.co/mzotIguudf",positive,neutral
"RT @HedgeMind: IBM Retirement Fund, ~$800M, acquired many hot tech names as of 6/30:

Added new positions:
$ZM
$AYX
$TTD
$DDOG
$MDB
$AVLR
.…",positive,neutral
"RT @gzbenso: Netflix leads its rivals in original TV shows by a wide margin in both quantity and quality, according to new data analysis ht…",positive,neutral
"RT @Tickeron: $AAPL enters an Uptrend as Momentum Indicator exceeded the 0 level on April 29, 2020. View odds for this and other indicators…",positive,neutral
#spx 1h some supply &amp; demand review.... ⚖️📈📉#supplydemand #trading #sp500 https://t.co/P40AaIpEfr,neutral,neutral
RT @BarrySchwartzBW: Carl Icahn once owned 10% of Netflix. That stake today would have been worth about $24B. He also had 52m shares of App…,neutral,neutral
RT @caetuscap: no brilliant insight ... but truly amazing how #COVID19 f*cked the middle class and millions of small business owners yet se…,positive,negative
Short Interest in Lions Gate Entertainment Corp. $LGF.A Declines By 14.3% https://t.co/shmVrLxhZm #stocks,negative,negative
"RT @Lakshmi_888: Harmonics #Charts #trading $SPX #SPX #ES_F $ES $ES_F $SPY $DOW #DOW $RTY $RUT #DAX #FTSE $NQ #NQ 

Broken red equilateral…",neutral,negative
China's annual dog-meat fair opens; activists ... $AAPL $AMZN $BTC $ETH $FB $GOOG $MSFT $QQQ $SPY $TSLA #cnbc #foxbusiness #business #money #entrepreneur #trading #investing #investment #stock #stockmarket #forex #crypto #cryptocurrency #Bitcoin #Ethereum #Coinbase #Robinhood https://t.co/6CkeGZzEEC,negative,neutral
"https://t.co/ixCJrg6giq

Stocks/ETF's Discussed:  $XLK, $MSFT, $AAPL, $V, $MA, $INTC, $NVDA, $ADBE, $PYPL, $CSCO, $CRM, $FB, $SBUX, $GOOGL, $AMZN",neutral,neutral
"@VortCapUnbanned @vincent13031925 Depends on what you mean by ""our"". If you mean your capital, then no, but for TSLAQ it was a big failure. One of the most prominent Tesla shorter lost half of his fund and his performance is WAYYYY below SP500.",negative,negative
"$HEXO target price is $2.21, HEXO has a upside of 327.2% from its current price of $0.52

#stocks #investment #CNBC #trading #NASDAQ #news #daytrade #pennystocks #potstocks $TSLA $TLRY $CGC $FB $SNAP $AMRX $COKE $PEP $BYND $ZM $WMT $COST $AMZN $TGODF $KGKG
https://t.co/I7lRxme2iw",positive,neutral
hold my balls while i buy some $amzn,positive,neutral
RT @WarriorTrading: Cannabis Stocks Stealing Spotlight as Other Sectors Struggle for Attention: https://t.co/WbZGNxebKy | #Daytrading #Stoc…,negative,neutral
"Insider Selling: Stitch Fix Inc $SFIX Insider Sells 1,333 Shares of Stock https://t.co/T0Emfnja8v #stocks",negative,neutral
"$VZ $ZM $SPY $DIA 
https://t.co/MWvubLuMMT

Verizon pays under $500 Million for Zoom rival called “BlueJeans”... 

Will be interesting what $VZ decides to do with it. Trouble on the way for $ZM",positive,negative
"RT @BrandonVanZee: 04/28/20 - View today's #MarketOutlook from @Market_Scholars

https://t.co/YBGN15ftrD

Mentioned: $SPY $IWM $DIA $QQQ $S…",neutral,neutral
"$CRI #Chargeurs S.A. Chargeurs : Q1 naturally hit by Covid-19, FY targets confirmed thanks to Lainière Santé: &gt;Q1 sales at € 157.5m, down 2.3% (-4.7% LFL) - Chargeurs reported this morning Q1 2020 sales of € 157.5m, a shade below our… https://t.co/6Qwh7bhwYg #equity #stocks",neutral,neutral
Everything doing great!! #SP500 Great Again!!!,positive,positive
"On June 30th the Macrohedged | Market Microstructure module is released into the course. 

Unlock the knowledge on how the market is glued together. 

You need to own the course to access this module:
https://t.co/EVLGM1qYXK
#ES_F #CL_F #NQ_F $GOLD #OOTT #OATT $SPY $SPX #Trading https://t.co/6oLvvdFpDD",neutral,neutral
$ITOX WHY DO INSIDERS OWN 17.7% of the shares?💸📈 $ACB $APHA $CRON $TRTC $CANN $GWPH $MCIG $MJNA $AMMJ $GRNH $CARA $CANA $CGRW $CBDS $CLSH $CODI $CVSI $DIGP  $MDCL $MNTR $MJNE $MYDX $NMUS $NTRR $NHLE $NDEV $OXIS $PRRE $RMHB $SPRWF $SRNA $TLRY $CAT $TSLA $GS $MGM $JNJ $PFE $MRK https://t.co/kc8P0idKq1,neutral,neutral
Great chart by @BTstocktrading !! $AMZN https://t.co/n1ZJQERYa7,positive,positive
"Also note --

$ES LOD = 3001.75.

So far Bears are unable to press below $ES 3000 Round Level.

$ES $ES_F $SPX $SPY $NQ $NQ_F $NDX $QQQ $RTY $RTY_F $RUT $IWM $YM $YM_F $DIA https://t.co/ndzQblmraX",negative,negative
"RT @drweeklyoptions: UPDATED #20Kto100KChallenge

May 28th - update of this #20kto100kChallenge ! Some open position will update when I clo…",neutral,neutral
"Investment Analysts’ Upgrades for May, 8th $AEHR, AFLYY, BCOR, CHEF, CNP, CPK, CPTA, CSV, CUE, DISH https://t.co/zvwESItE0X #stocks",neutral,neutral
RT @RichLightShed: We now forecast @disneyplus will reach 90 million subscribers by the end of fiscal (Sept) 2021 and could break 100 milli…,positive,negative
Anthem Inc $ANTM Sees Large Drop in Short Interest https://t.co/Mygtp433Yu #stocks,negative,neutral
